sentence_id,rater_id,sentence,direction,modifier_category,tone_label,distance_cm,x_m,y_m,amplitude,radius
s0008,rater_2,can you shift it quite a bit back aggressively from its current position if possible.,back,a_lot,harsh,20.0,-0.007718987597960861,-0.1857422526280728,17.968040681382423,8.844852227937334
s0008,rater_3,can you shift it quite a bit back aggressively from its current position if possible.,back,a_lot,harsh,20.0,0.005241984604696266,-0.20803282806537327,15.728849457342431,10.892831588998868
s0009,rater_1,"hey, I want you to push this handle ahead-right, quite a bit quickly now please.",forward right,a_lot,harsh,20.0,0.14801981046962207,0.1455246726795402,12.74672033744807,10.359371564700474
s0009,rater_2,"hey, I want you to push this handle ahead-right, quite a bit quickly now please.",forward right,a_lot,harsh,20.0,0.12792204544812016,0.13784321802942098,17.702704802854353,8.190380195365716
s0009,rater_3,"hey, I want you to push this handle ahead-right, quite a bit quickly now please.",forward right,a_lot,harsh,20.0,0.14736603529742473,0.1530220739811683,16.111429315288184,11.578186107593993
s0010,rater_1,"okay, please move the grip ahead-right if possible.",forward right,slightly,neutral,5.0,0.03592931353386852,0.03666732814612852,5.330886435110261,14.938190545010716
s0010,rater_2,"okay, please move the grip ahead-right if possible.",forward right,slightly,neutral,5.0,0.04142265190612271,0.04793590128354386,7.627389224364366,10.271625338236277
s0010,rater_3,"okay, please move the grip ahead-right if possible.",forward right,slightly,neutral,5.0,0.03570914221050274,0.03803380327038628,8.544470118717873,10.65975454380449
s0011,rater_1,"could you adjust it ahead, some gently for me.",forward,moderately,gentle,10.0,0.0028786275523211293,0.09133695154279466,7.008184887605405,16.283736567789255
s0011,rater_2,"could you adjust it ahead, some gently for me.",forward,moderately,gentle,10.0,0.0013201069088149364,0.10690143092334631,10.465614477821546,10.724148505453647
s0011,rater_3,"could you adjust it ahead, some gently for me.",forward,moderately,gentle,10.0,-0.002804924886115533,0.11163389727421101,8.990348733078216,13.138395120607607
s0012,rater_1,"alright, slide the handle over right a lot firmly from its current position now please.",right,a_lot,harsh,20.0,0.19950116522174727,-0.002282802186255967,15.676905936994975,11.340503445951443
s0012,rater_2,"alright, slide the handle over right a lot firmly from its current position now please.",right,a_lot,harsh,20.0,0.18703749078903076,0.01608624637542025,18.353291864176693,9.929707118111038
s0012,rater_3,"alright, slide the handle over right a lot firmly from its current position now please.",right,a_lot,harsh,20.0,0.21145824593637555,0.00047961059955409,16.42445324168263,11.594295884268902
s0013,rater_1,"okay, I want you to bring the handlebar to the back right moderately without jerking from its current position right now thanks.",back right,moderately,gentle,10.0,0.0750405327577857,-0.07519781809233735,6.397068134578095,13.957652967029274
s0013,rater_2,"okay, I want you to bring the handlebar to the back right moderately without jerking from its current position right now thanks.",back right,moderately,gentle,10.0,0.05365260348232805,-0.07758360680955956,11.68734600470548,10.131969215765182
s0013,rater_3,"okay, I want you to bring the handlebar to the back right moderately without jerking from its current position right now thanks.",back right,moderately,gentle,10.0,0.08268257144560848,-0.06094560884093002,8.180711640986704,10.259457131203337
s0014,rater_1,"hey, could you bring this handle toward the rear a standard amount from the current spot if possible.",back,no_modifier,neutral,15.0,-0.003058750971432824,-0.15743025420875822,9.51284963931733,12.352235611119282
s0014,rater_2,"hey, could you bring this handle toward the rear a standard amount from the current spot if possible.",back,no_modifier,neutral,15.0,-0.00443155536646388,-0.14077593616882578,10.389934445412699,9.201129437057483
s0014,rater_3,"hey, could you bring this handle toward the rear a standard amount from the current spot if possible.",back,no_modifier,neutral,15.0,0.005756035664483904,-0.14813247823032094,10.124180318695037,9.498764231909295
s0015,rater_1,"hey, I'd like you to slide the handlebar forward thanks.",forward,no_modifier,neutral,15.0,0.015606114085995371,0.14570725436270351,8.965988182304226,13.312848663503896
s0015,rater_2,"hey, I'd like you to slide the handlebar forward thanks.",forward,no_modifier,neutral,15.0,-0.002907492067300288,0.1465552376479032,12.194844582449722,8.6490843126449
s0015,rater_3,"hey, I'd like you to slide the handlebar forward thanks.",forward,no_modifier,neutral,15.0,0.005295081183612455,0.16385686835259805,8.942455528528054,11.608128826465778
s0016,rater_1,"so, could you nudge it just a little forward from here for me.",forward,slightly,neutral,5.0,0.012967351274119814,0.05008791078750429,6.880029498774852,9.857973352948974
s0016,rater_2,"so, could you nudge it just a little forward from here for me.",forward,slightly,neutral,5.0,0.0018902720197512147,0.05388618583830854,8.207819573615323,8.579856771298818
s0016,rater_3,"so, could you nudge it just a little forward from here for me.",forward,slightly,neutral,5.0,-0.010794324103537423,0.06581588739971099,7.469806370308871,11.284062370453773
s0017,rater_1,"hey, pull the handle back a normal amount as soon as possible.",back,no_modifier,neutral,15.0,0.004127052970609886,-0.15103539429145846,8.756092436269272,12.154355910306851
s0017,rater_2,"hey, pull the handle back a normal amount as soon as possible.",back,no_modifier,neutral,15.0,-0.012935016415404671,-0.14296604967864793,11.866640294263002,9.217610802945336
s0017,rater_3,"hey, pull the handle back a normal amount as soon as possible.",back,no_modifier,neutral,15.0,-0.004235959910369445,-0.13021879223010466,10.4538048617151,9.336038693013498
s0018,rater_1,"okay, please slide it back-left, some firmly right now please.",back left,moderately,harsh,10.0,-0.06725388381390114,-0.07516485582036178,8.855266039786779,11.491295879393638
s0018,rater_2,"okay, please slide it back-left, some firmly right now please.",back left,moderately,harsh,10.0,-0.08122066582047766,-0.057434197369814186,9.340743065481355,10.692251920768717
s0018,rater_3,"okay, please slide it back-left, some firmly right now please.",back left,moderately,harsh,10.0,-0.06671927295708469,-0.07500498275392348,10.781585710351436,9.516377560486823
s0019,rater_1,"hey, I want you to move it back and left, as soon as possible thanks.",back left,no_modifier,neutral,15.0,-0.09759177583592264,-0.10538407111859803,9.151225532712353,10.454035590002803
s0019,rater_2,"hey, I want you to move it back and left, as soon as possible thanks.",back left,no_modifier,neutral,15.0,-0.11594587685589364,-0.09349282135719555,13.019621636457607,8.405691017083809
s0019,rater_3,"hey, I want you to move it back and left, as soon as possible thanks.",back left,no_modifier,neutral,15.0,-0.1105143313077449,-0.10445291741373594,11.713716029249095,12.54027957626507
s0020,rater_1,"alright, pull it diagonally forward-left somewhat from its current position.",forward left,moderately,neutral,10.0,-0.062063952487056886,0.07237305964357937,9.873685685161355,12.225393920555376
s0020,rater_2,"alright, pull it diagonally forward-left somewhat from its current position.",forward left,moderately,neutral,10.0,-0.07907272167462732,0.061602471279183495,11.610310622262457,8.957076819100282
s0020,rater_3,"alright, pull it diagonally forward-left somewhat from its current position.",forward left,moderately,neutral,10.0,-0.07983423530976537,0.07777337558338035,8.190950794007756,11.28838263291739
s0021,rater_1,"hey, can you bring this handle slowly forward thanks.",forward,slightly,gentle,5.0,0.008692680331422177,0.034012179723586285,5.804342876053432,15.576124811545283
s0021,rater_2,"hey, can you bring this handle slowly forward thanks.",forward,slightly,gentle,5.0,-0.00481107170516646,0.0497700319550882,8.640364742241088,11.09205214264089
s0021,rater_3,"hey, can you bring this handle slowly forward thanks.",forward,slightly,gentle,5.0,-0.012032477693033582,0.063492129787727,6.046784243128761,11.903450676141619
s0022,rater_1,"so, push it back-left by a fair amount slowly from here as soon as possible please.",back left,moderately,gentle,10.0,-0.06259512596270185,-0.07857426946902797,6.64021368166916,13.783892563621562
s0022,rater_2,"so, push it back-left by a fair amount slowly from here as soon as possible please.",back left,moderately,gentle,10.0,-0.08487250705589844,-0.06624778897027223,11.314968554177936,9.362053007923475
s0022,rater_3,"so, push it back-left by a fair amount slowly from here as soon as possible please.",back left,moderately,gentle,10.0,-0.07002485751476942,-0.05288315827524397,8.818584685041472,11.80447302642002
s0023,rater_1,"so, could you nudge this handle back and right, just a little gently as soon as possible",back right,slightly,gentle,5.0,0.0413432835812559,-0.039597353968379545,6.320938061519283,14.33920688025633
s0023,rater_2,"so, could you nudge this handle back and right, just a little gently as soon as possible",back right,slightly,gentle,5.0,0.02111958630790181,-0.036927862377273926,7.6907976500356305,10.911033961087282
s0023,rater_3,"so, could you nudge this handle back and right, just a little gently as soon as possible",back right,slightly,gentle,5.0,0.03855504345653365,-0.03488370528246711,7.055597868647677,13.60472444054907
s0024,rater_1,"so, I'd like you to move the grip to the back left much more decisively from its current position right now thanks.",back left,a_lot,harsh,20.0,-0.13643990109242513,-0.14322368801671603,13.38579690787235,15.463419019636857
s0024,rater_2,"so, I'd like you to move the grip to the back left much more decisively from its current position right now thanks.",back left,a_lot,harsh,20.0,-0.1525825247808511,-0.12527806250745507,20.735796584327034,8.21233748645505
s0024,rater_3,"so, I'd like you to move the grip to the back left much more decisively from its current position right now thanks.",back left,a_lot,harsh,20.0,-0.14544914674328857,-0.1281962592274946,15.550054603201367,10.498040177747882
s0025,rater_1,"hey, move the grip to the back left, significantly carefully for me.",back left,a_lot,gentle,20.0,-0.1432869789405304,-0.14079411344551376,12.061602931991507,14.797021357945397
s0025,rater_2,"hey, move the grip to the back left, significantly carefully for me.",back left,a_lot,gentle,20.0,-0.15329119279319495,-0.1498017431886525,17.213597367266708,9.906386349358453
s0025,rater_3,"hey, move the grip to the back left, significantly carefully for me.",back left,a_lot,gentle,20.0,-0.1358019087229161,-0.1258652803821586,14.097868888776151,12.74698233118477
s0026,rater_1,"hey, can you pull this handle softly to the front right slightly for me.",forward right,slightly,gentle,5.0,0.04508143451016885,0.025113648383673894,7.063790175330805,15.070177174471372
s0026,rater_2,"hey, can you pull this handle softly to the front right slightly for me.",forward right,slightly,gentle,5.0,0.027669128401653666,0.05810872105307857,7.912893867830231,9.594347352100586
s0026,rater_3,"hey, can you pull this handle softly to the front right slightly for me.",forward right,slightly,gentle,5.0,0.028984206440897154,0.047521604542981224,5.725259650024681,10.892079578950133
s0027,rater_1,"so, please adjust the grip pretty far ahead without jerking relative to where it is now thanks.",forward,a_lot,gentle,20.0,0.0005057459295744193,0.20294505921985928,11.025551224304792,14.946059826052966
s0027,rater_2,"so, please adjust the grip pretty far ahead without jerking relative to where it is now thanks.",forward,a_lot,gentle,20.0,-0.007402434542968345,0.2043409431642332,15.471759319531813,10.079379912857965
s0027,rater_3,"so, please adjust the grip pretty far ahead without jerking relative to where it is now thanks.",forward,a_lot,gentle,20.0,-0.0009396700868692232,0.20659923962620616,12.563023280026444,12.686065983275888
s0028,rater_1,"alright, can you pull this handle toward the right, slightly softly when you can if possible.",right,slightly,gentle,5.0,0.05838947174881848,-0.0014241768534369286,5.18312756615922,17.33263477097906
s0028,rater_2,"alright, can you pull this handle toward the right, slightly softly when you can if possible.",right,slightly,gentle,5.0,0.04886495193762456,0.0033122696189100465,7.626096951684303,11.068589134477731
s0028,rater_3,"alright, can you pull this handle toward the right, slightly softly when you can if possible.",right,slightly,gentle,5.0,0.05967582536387325,0.0012705425317950626,6.920326060348644,13.598200509097985
s0029,rater_1,"hey, bring the handle a medium amount to the right decisively from here if possible.",right,moderately,harsh,10.0,0.09419683004957341,-0.005198299665820047,7.624133685596595,7.968887080866541
s0029,rater_2,"hey, bring the handle a medium amount to the right decisively from here if possible.",right,moderately,harsh,10.0,0.09580633742743692,-0.010805769241378655,10.932686105556334,10.565799198458928
s0029,rater_3,"hey, bring the handle a medium amount to the right decisively from here if possible.",right,moderately,harsh,10.0,0.10407830945795524,0.0029505091351513957,10.595356729364328,9.045765193687846
s0030,rater_1,"alright, please push this handle gently diagonally back-left thanks.",back left,slightly,gentle,5.0,-0.02334648335703056,-0.04073585891452541,6.118887004700514,16.68781426232341
s0030,rater_2,"alright, please push this handle gently diagonally back-left thanks.",back left,slightly,gentle,5.0,-0.03788806593819098,-0.037783925527310996,8.426242649174068,12.435912041340798
s0030,rater_3,"alright, please push this handle gently diagonally back-left thanks.",back left,slightly,gentle,5.0,-0.03777123310778898,-0.03324226863330403,6.8049429364226315,12.822077120590869
s0031,rater_1,"okay, please nudge the handlebar to the back left, a medium amount carefully now if possible.",back left,moderately,gentle,10.0,-0.07539012245184686,-0.08318468907167136,8.81138387577801,16.074129569145338
s0031,rater_2,"okay, please nudge the handlebar to the back left, a medium amount carefully now if possible.",back left,moderately,gentle,10.0,-0.07358165957747467,-0.06743796342707291,9.141508142431967,12.188763643256957
s0031,rater_3,"okay, please nudge the handlebar to the back left, a medium amount carefully now if possible.",back left,moderately,gentle,10.0,-0.07488848364342317,-0.06143396279463454,10.956691975987567,13.282567072777837
s0032,rater_1,"alright, can you slide the grip ahead-left a standard amount firmly from its current position right now.",forward left,no_modifier,harsh,15.0,-0.10675341373326058,0.10333946383132771,12.462739702787951,12.95872117422013
s0032,rater_2,"alright, can you slide the grip ahead-left a standard amount firmly from its current position right now.",forward left,no_modifier,harsh,15.0,-0.11101083660326899,0.12127123906520156,11.773067805334358,7.918902517051582
s0032,rater_3,"alright, can you slide the grip ahead-left a standard amount firmly from its current position right now.",forward left,no_modifier,harsh,15.0,-0.10419027561361208,0.1133506182947806,13.831026043139309,9.502179861029942
s0033,rater_1,"okay, I want you to push the handle slightly to the back left carefully relative to where it is now",back left,slightly,gentle,5.0,-0.018597174896735333,-0.04870382539436065,4.980864438811884,13.695767589940566
s0033,rater_2,"okay, I want you to push the handle slightly to the back left carefully relative to where it is now",back left,slightly,gentle,5.0,-0.039568047263222265,-0.028608172321555082,7.917855641093841,12.16130728004493
s0033,rater_3,"okay, I want you to push the handle slightly to the back left carefully relative to where it is now",back left,slightly,gentle,5.0,-0.04637060138028684,-0.03650952552265741,6.902380684376271,12.805696435217596
s0034,rater_1,I'd like you to bring the handle a bit diagonally forward-right please.,forward right,slightly,neutral,5.0,0.04703346228204969,0.02893411596187879,6.221679141741244,11.838528349729929
s0034,rater_2,I'd like you to bring the handle a bit diagonally forward-right please.,forward right,slightly,neutral,5.0,0.03297054375434768,0.02760824090626474,7.949554321020756,10.499935418152019
s0034,rater_3,I'd like you to bring the handle a bit diagonally forward-right please.,forward right,slightly,neutral,5.0,0.03969483818662887,0.053160188792110576,6.319386213231123,9.33661769581195
s0035,rater_1,"hey, I'd like you to pull it a medium amount back-left slowly from here",back left,moderately,gentle,10.0,-0.06710034056080275,-0.0773684702228791,8.17662579749412,13.325096024165628
s0035,rater_2,"hey, I'd like you to pull it a medium amount back-left slowly from here",back left,moderately,gentle,10.0,-0.07879991374379791,-0.0752810184993983,11.849425434377514,10.725635024304676
s0035,rater_3,"hey, I'd like you to pull it a medium amount back-left slowly from here",back left,moderately,gentle,10.0,-0.07710514939608776,-0.05312217449794132,8.692457454918127,10.380692323941073
s0036,rater_1,"so, I'd like you to adjust the handle right relative to where it is now thanks.",right,no_modifier,neutral,15.0,0.15501476062730468,0.003840194940517127,8.461986659075281,13.33483997969038
s0036,rater_2,"so, I'd like you to adjust the handle right relative to where it is now thanks.",right,no_modifier,neutral,15.0,0.15831231797396458,0.007894258883180807,14.049010245249017,8.746547417453948
s0036,rater_3,"so, I'd like you to adjust the handle right relative to where it is now thanks.",right,no_modifier,neutral,15.0,0.1585856518413749,0.003919644699601571,10.742430338204048,9.312782454801667
s0037,rater_1,can you adjust the bar smoothly diagonally back-left a little from its current position thanks.,back left,slightly,gentle,5.0,-0.03466969307249183,-0.03942265855252919,5.984158205275647,15.854477487183319
s0037,rater_2,can you adjust the bar smoothly diagonally back-left a little from its current position thanks.,back left,slightly,gentle,5.0,-0.028486645106049827,-0.030746115988657147,9.745656468292122,9.7884653994226
s0037,rater_3,can you adjust the bar smoothly diagonally back-left a little from its current position thanks.,back left,slightly,gentle,5.0,-0.024535813343041432,-0.029466050912036135,6.298296951274016,13.408098688224104
s0038,rater_1,shift the handlebar forward aggressively if possible.,forward,no_modifier,harsh,15.0,-0.0005293607325578476,0.1428871366072065,12.314864114685435,12.086440977240773
s0038,rater_2,shift the handlebar forward aggressively if possible.,forward,no_modifier,harsh,15.0,-0.01826403325642223,0.1522631276365691,15.546645742156745,9.792220081716414
s0038,rater_3,shift the handlebar forward aggressively if possible.,forward,no_modifier,harsh,15.0,-0.00817269015372456,0.16685090118781454,13.341808750429063,9.675521674193325
s0039,rater_1,I'd like you to adjust this handle softly diagonally forward-left thanks.,forward left,moderately,gentle,10.0,-0.06636753730247488,0.0629379455779509,6.448112592154246,15.103435286737719
s0039,rater_2,I'd like you to adjust this handle softly diagonally forward-left thanks.,forward left,moderately,gentle,10.0,-0.08855589945535852,0.07650352056987025,10.6198022742358,10.98947454846801
s0039,rater_3,I'd like you to adjust this handle softly diagonally forward-left thanks.,forward left,moderately,gentle,10.0,-0.06436192118471572,0.09668194265953334,8.846079387021522,12.178667171972272
s0040,rater_1,"okay, can you nudge the grip softly back-right.",back right,no_modifier,gentle,15.0,0.10118854314921019,-0.10708858068554682,9.198523110442364,15.544571179592218
s0040,rater_2,"okay, can you nudge the grip softly back-right.",back right,no_modifier,gentle,15.0,0.10004334329777081,-0.10903561542821928,9.769660023131634,10.539208366075636
s0040,rater_3,"okay, can you nudge the grip softly back-right.",back right,no_modifier,gentle,15.0,0.12632718778500127,-0.09831346900581518,9.007053436723162,9.552619187349588
s0041,rater_1,"I want you to push it to the back left, smoothly as soon as possible if possible.",back left,no_modifier,gentle,15.0,-0.0955137310209566,-0.10537707296931846,9.307038358532989,16.34586158104659
s0041,rater_2,"I want you to push it to the back left, smoothly as soon as possible if possible.",back left,no_modifier,gentle,15.0,-0.11701585071692809,-0.09975709187031727,11.746157306648733,11.064917050006935
s0041,rater_3,"I want you to push it to the back left, smoothly as soon as possible if possible.",back left,no_modifier,gentle,15.0,-0.08934664426426746,-0.08423078846054018,9.958190543944692,12.778176265025389
s0042,rater_1,"hey, can you move this handle ahead, just a bit gently thanks.",forward,slightly,gentle,5.0,0.006070431729907744,0.05144012513836288,5.569846372085997,14.314553592481568
s0042,rater_2,"hey, can you move this handle ahead, just a bit gently thanks.",forward,slightly,gentle,5.0,0.010409503706432415,0.0466028585779901,8.643503500355193,10.022899423802937
s0042,rater_3,"hey, can you move this handle ahead, just a bit gently thanks.",forward,slightly,gentle,5.0,0.009374299191858884,0.0675289908511954,6.69931787040591,13.33072974902291
s0043,rater_1,"hey, can you push the handle a bit ahead-left decisively please.",forward left,slightly,harsh,5.0,-0.03932395461209436,0.030335571530534212,7.975228059745551,11.393883283774015
s0043,rater_2,"hey, can you push the handle a bit ahead-left decisively please.",forward left,slightly,harsh,5.0,-0.035371093974822326,0.039337432985258006,8.993354728676932,8.420642822996275
s0043,rater_3,"hey, can you push the handle a bit ahead-left decisively please.",forward left,slightly,harsh,5.0,-0.025681390771090676,0.04914143788525806,9.423246280949321,11.329362608781766
s0044,rater_1,"so, I'd like you to pull the handlebar toward me a bit relative to where it is now when you can.",back,slightly,neutral,5.0,-0.0021157640398492316,-0.05461347651616927,6.731206336573636,12.10920336742503
s0044,rater_2,"so, I'd like you to pull the handlebar toward me a bit relative to where it is now when you can.",back,slightly,neutral,5.0,-0.00607269809348368,-0.03634379619145305,10.356056650988641,8.497269065722287
s0044,rater_3,"so, I'd like you to pull the handlebar toward me a bit relative to where it is now when you can.",back,slightly,neutral,5.0,0.014196470693309593,-0.03980061969357224,7.055399124426472,12.41533635973498
s0045,rater_1,"hey, can you bring this handle gently to the back right if possible.",back right,no_modifier,gentle,15.0,0.11162230656625063,-0.10752340785263277,8.772934341826021,12.727368323698544
s0045,rater_2,"hey, can you bring this handle gently to the back right if possible.",back right,no_modifier,gentle,15.0,0.10191410562964155,-0.10297023166569874,12.506946589809441,9.128367064576894
s0045,rater_3,"hey, can you bring this handle gently to the back right if possible.",back right,no_modifier,gentle,15.0,0.11171191109709604,-0.09286702716855814,9.790433335460694,12.88001739693217
s0046,rater_1,I want you to nudge the grip toward the right pretty far with force when you can,right,a_lot,harsh,20.0,0.21810396277217503,-0.010344501828054829,12.852636587468886,12.729432740342167
s0046,rater_2,I want you to nudge the grip toward the right pretty far with force when you can,right,a_lot,harsh,20.0,0.18693782178539403,0.024237034455641782,20.590622447224103,9.014887774750415
s0046,rater_3,I want you to nudge the grip toward the right pretty far with force when you can,right,a_lot,harsh,20.0,0.21574095211608885,0.015910656460892576,15.261999012131879,11.29815784175649
s0047,rater_1,"hey, please pull it forward, some aggressively right now thanks.",forward,moderately,harsh,10.0,0.008578026111866957,0.09036169437294202,8.121045912096367,13.887790899577798
s0047,rater_2,"hey, please pull it forward, some aggressively right now thanks.",forward,moderately,harsh,10.0,0.002977729806997481,0.09238028764537126,10.497278337182644,8.1734599824659
s0047,rater_3,"hey, please pull it forward, some aggressively right now thanks.",forward,moderately,harsh,10.0,0.0013825629838874,0.10443859292317441,12.36127563632925,9.709280486499363
s0048,rater_1,"alright, please adjust the bar smoothly to the back right a normal amount please.",back right,no_modifier,gentle,15.0,0.11203353464437672,-0.11107369062012523,9.140785151066552,11.696474727470186
s0048,rater_2,"alright, please adjust the bar smoothly to the back right a normal amount please.",back right,no_modifier,gentle,15.0,0.10207501164846837,-0.10930843927820329,9.638931454735857,8.645138780302394
s0048,rater_3,"alright, please adjust the bar smoothly to the back right a normal amount please.",back right,no_modifier,gentle,15.0,0.11852354484229093,-0.10460747642022993,12.631446345178219,12.484705147443048
s0049,rater_1,"hey, I want you to nudge the handlebar without jerking diagonally back-left for me.",back left,no_modifier,gentle,15.0,-0.09050551301574929,-0.10914216628689857,9.52586155183259,13.47777566929314
s0049,rater_2,"hey, I want you to nudge the handlebar without jerking diagonally back-left for me.",back left,no_modifier,gentle,15.0,-0.10151609415265758,-0.08827915777661222,13.858059331953655,12.389608533421567
s0049,rater_3,"hey, I want you to nudge the handlebar without jerking diagonally back-left for me.",back left,no_modifier,gentle,15.0,-0.10150662501801987,-0.09445224084844422,9.326717242553967,12.809626093252847
s0050,rater_1,"alright, please adjust the handlebar softly toward the rear slightly relative to where it is now thanks.",back,slightly,gentle,5.0,0.009884501326373783,-0.05339344643646243,6.084810343767481,13.539196719033319
s0050,rater_2,"alright, please adjust the handlebar softly toward the rear slightly relative to where it is now thanks.",back,slightly,gentle,5.0,0.0023058952354730812,-0.047874115139195664,8.581995966191222,13.23179646695316
s0050,rater_3,"alright, please adjust the handlebar softly toward the rear slightly relative to where it is now thanks.",back,slightly,gentle,5.0,-0.004316722800258712,-0.03206910673569232,6.2925027325693685,10.068909251065708
s0051,rater_1,"alright, could you pull it forward and right moderately from the current spot thanks.",forward right,moderately,neutral,10.0,0.07130676629240712,0.06190096524620891,8.261754554855989,10.35256554683876
s0051,rater_2,"alright, could you pull it forward and right moderately from the current spot thanks.",forward right,moderately,neutral,10.0,0.06775927412938222,0.07989218941016576,11.00865748730547,8.151879033973055
s0051,rater_3,"alright, could you pull it forward and right moderately from the current spot thanks.",forward right,moderately,neutral,10.0,0.0712571775385951,0.08046614771412104,10.94434981100232,12.778291801353062
s0052,rater_1,"okay, I want you to adjust the handle left relative to where it is now.",left,no_modifier,neutral,15.0,-0.15047592352956085,-0.0050135117482958845,7.59271139429268,11.613803962154373
s0052,rater_2,"okay, I want you to adjust the handle left relative to where it is now.",left,no_modifier,neutral,15.0,-0.15579922801793464,-0.0046027168318111935,11.22581353152164,8.220313128671737
s0052,rater_3,"okay, I want you to adjust the handle left relative to where it is now.",left,no_modifier,neutral,15.0,-0.14729169522230268,0.02047292445629574,9.498568562739884,8.399269929974922
s0053,rater_1,"hey, could you shift the grip to the front left, some softly as soon as possible if possible.",forward left,moderately,gentle,10.0,-0.05877261729103011,0.05295638936253977,8.705234756050567,14.311927527802736
s0053,rater_2,"hey, could you shift the grip to the front left, some softly as soon as possible if possible.",forward left,moderately,gentle,10.0,-0.05983356146920125,0.0675029869647565,9.715598989230418,10.85482950580127
s0053,rater_3,"hey, could you shift the grip to the front left, some softly as soon as possible if possible.",forward left,moderately,gentle,10.0,-0.06751639514920585,0.07298785859205827,10.204826331960826,11.303077820463173
s0054,rater_1,"hey, push the grip toward the right some from here if possible.",right,moderately,neutral,10.0,0.10822151682610533,0.00031860477295479696,7.744886612696714,13.349240047756982
s0054,rater_2,"hey, push the grip toward the right some from here if possible.",right,moderately,neutral,10.0,0.08485453902197695,0.002082972486144925,10.99969624902628,8.180349938591176
s0054,rater_3,"hey, push the grip toward the right some from here if possible.",right,moderately,neutral,10.0,0.10598764564055023,0.008694196805541161,8.008603693436271,11.390191048203423
